"Entity","Code","Year","palm_oil__00000257__production__005510__tonnes"
"Nigeria","NGA",1967,601000
"Nigeria","NGA",1968,599000
"Nigeria","NGA",1969,621000
"Nigeria","NGA",1970,488000
"Nigeria","NGA",1971,5e+05
"Nigeria","NGA",1972,460000
"Nigeria","NGA",1973,430000
"Nigeria","NGA",1974,485000
"Nigeria","NGA",1975,5e+05
"Nigeria","NGA",1976,525000
"Nigeria","NGA",1977,528000
"Nigeria","NGA",1978,530000
"Nigeria","NGA",1979,650000
"Nigeria","NGA",1980,650000
"Nigeria","NGA",1981,530000
"Nigeria","NGA",1982,5e+05
"Nigeria","NGA",1983,5e+05
"Nigeria","NGA",1984,5e+05
"Nigeria","NGA",1985,615000
"Nigeria","NGA",1986,650000
"Nigeria","NGA",1987,715000
"Nigeria","NGA",1988,7e+05
"Nigeria","NGA",1989,7e+05
"Nigeria","NGA",1990,730000
"Nigeria","NGA",1991,760000
"Nigeria","NGA",1992,792000
"Nigeria","NGA",1993,825000
"Nigeria","NGA",1994,837000
"Nigeria","NGA",1995,860000
"Nigeria","NGA",1996,776000
"Nigeria","NGA",1997,810000
"Nigeria","NGA",1998,845000
"Nigeria","NGA",1999,896000
"Nigeria","NGA",2000,899000
"Nigeria","NGA",2001,903000
"Nigeria","NGA",2002,961000
"Nigeria","NGA",2003,1022000
"Nigeria","NGA",2004,1094000
"Nigeria","NGA",2005,1170000
"Nigeria","NGA",2006,1287000
"Nigeria","NGA",2007,1309000
"Nigeria","NGA",2008,1330000
"Nigeria","NGA",2009,1233050
"Nigeria","NGA",2010,970820
"Nigeria","NGA",2011,930000
"Nigeria","NGA",2012,940000
"Nigeria","NGA",2013,880000
"Nigeria","NGA",2014,1350095
"Nigeria","NGA",2015,1432103
"Nigeria","NGA",2016,960000
"Nigeria","NGA",2017,1529315
"Nigeria","NGA",2018,1564599
"Nigeria","NGA",2019,1220000
"Nigeria","NGA",2020,1280000
"Nigeria","NGA",2021,1350000
"Nigeria","NGA",2022,1420000
"North America",NA,1961,27200
"North America",NA,1962,31508
"North America",NA,1963,30855
"North America",NA,1964,32650
"North America",NA,1965,33450
"North America",NA,1966,33795
"North America",NA,1967,32320
"North America",NA,1968,36700
"North America",NA,1969,33725
"North America",NA,1970,31610
"North America",NA,1971,32875
"North America",NA,1972,31847
"North America",NA,1973,43576
"North America",NA,1974,43315
"North America",NA,1975,41400
"North America",NA,1976,45650
"North America",NA,1977,41100
"North America",NA,1978,49950
"North America",NA,1979,53170
"North America",NA,1980,53180
"North America",NA,1981,66300
"North America",NA,1982,76400
"North America",NA,1983,85738
"North America",NA,1984,102229
"North America",NA,1985,104864
"North America",NA,1986,129061
"North America",NA,1987,134296
"North America",NA,1988,140296
"North America",NA,1989,159928
"North America",NA,1990,176158
"North America",NA,1991,186248
"North America",NA,1992,192674
"North America",NA,1993,212558
"North America",NA,1994,221057
"North America",NA,1995,230017
"North America",NA,1996,248089
"North America",NA,1997,272500
"North America",NA,1998,302936
"North America",NA,1999,313472
"North America",NA,2000,369051
"North America",NA,2001,429768
"North America",NA,2002,421600
"North America",NA,2003,460760
"North America",NA,2004,505700
"North America",NA,2005,602600
"North America",NA,2006,682500
"North America",NA,2007,698056
"North America",NA,2008,780854
"North America",NA,2009,796010
"North America",NA,2010,895952
"North America",NA,2011,1002925
"North America",NA,2012,1103191
"North America",NA,2013,1290746
"North America",NA,2014,1322425.9
"North America",NA,2015,1420539
"North America",NA,2016,1806552
"North America",NA,2017,2014658
"North America",NA,2018,2160819
"North America",NA,2019,2334568
"North America",NA,2020,2364387
"North America",NA,2021,2284654.2
"North America",NA,2022,2496860.2
"Oceania",NA,1961,200
"Oceania",NA,1962,200
"Oceania",NA,1963,200
"Oceania",NA,1964,200
"Oceania",NA,1965,200
"Oceania",NA,1966,200
"Oceania",NA,1967,200
"Oceania",NA,1968,200
"Oceania",NA,1969,400
"Oceania",NA,1970,400
"Oceania",NA,1971,1500
"Oceania",NA,1972,5500
"Oceania",NA,1973,10500
"Oceania",NA,1974,11000
"Oceania",NA,1975,22300
"Oceania",NA,1976,34535
"Oceania",NA,1977,37044
"Oceania",NA,1978,40911
"Oceania",NA,1979,48010
"Oceania",NA,1980,49228
"Oceania",NA,1981,68081
"Oceania",NA,1982,99238
"Oceania",NA,1983,103654
"Oceania",NA,1984,140666
"Oceania",NA,1985,143000
"Oceania",NA,1986,146560
"Oceania",NA,1987,142999
"Oceania",NA,1988,125227
"Oceania",NA,1989,153090
"Oceania",NA,1990,167104
"Oceania",NA,1991,202518
"Oceania",NA,1992,232854
"Oceania",NA,1993,253786
"Oceania",NA,1994,254537
"Oceania",NA,1995,252974
"Oceania",NA,1996,300486
"Oceania",NA,1997,277745
"Oceania",NA,1998,312077
"Oceania",NA,1999,330000
"Oceania",NA,2000,371000
"Oceania",NA,2001,365000
"Oceania",NA,2002,350000
"Oceania",NA,2003,359000
"Oceania",NA,2004,379000
"Oceania",NA,2005,345000
"Oceania",NA,2006,401000
"Oceania",NA,2007,419400
"Oceania",NA,2008,504000
"Oceania",NA,2009,503100
"Oceania",NA,2010,516600
"Oceania",NA,2011,611600
"Oceania",NA,2012,553000
"Oceania",NA,2013,537000
"Oceania",NA,2014,573000
"Oceania",NA,2015,564000
"Oceania",NA,2016,599000
"Oceania",NA,2017,683000
"Oceania",NA,2018,686000
"Oceania",NA,2019,648000
"Oceania",NA,2020,705000
"Oceania",NA,2021,795000
"Oceania",NA,2022,848000
"Oceania (FAO)",NA,1961,200
"Oceania (FAO)",NA,1962,200
"Oceania (FAO)",NA,1963,200
"Oceania (FAO)",NA,1964,200
"Oceania (FAO)",NA,1965,200
"Oceania (FAO)",NA,1966,200
"Oceania (FAO)",NA,1967,200
"Oceania (FAO)",NA,1968,200
"Oceania (FAO)",NA,1969,400
"Oceania (FAO)",NA,1970,400
"Oceania (FAO)",NA,1971,1500
"Oceania (FAO)",NA,1972,5500
"Oceania (FAO)",NA,1973,10500
"Oceania (FAO)",NA,1974,11000
"Oceania (FAO)",NA,1975,22300
"Oceania (FAO)",NA,1976,34535
"Oceania (FAO)",NA,1977,37044
"Oceania (FAO)",NA,1978,40911
"Oceania (FAO)",NA,1979,48010
"Oceania (FAO)",NA,1980,49228
"Oceania (FAO)",NA,1981,68081
"Oceania (FAO)",NA,1982,99238
"Oceania (FAO)",NA,1983,103654
"Oceania (FAO)",NA,1984,140666
"Oceania (FAO)",NA,1985,143000
"Oceania (FAO)",NA,1986,146560
"Oceania (FAO)",NA,1987,142999
"Oceania (FAO)",NA,1988,125227
"Oceania (FAO)",NA,1989,153090
"Oceania (FAO)",NA,1990,167104
"Oceania (FAO)",NA,1991,202518
"Oceania (FAO)",NA,1992,232854
"Oceania (FAO)",NA,1993,253786
"Oceania (FAO)",NA,1994,254537
"Oceania (FAO)",NA,1995,252974
"Oceania (FAO)",NA,1996,300486
"Oceania (FAO)",NA,1997,277745
"Oceania (FAO)",NA,1998,312077
"Oceania (FAO)",NA,1999,330000
"Oceania (FAO)",NA,2000,371000
"Oceania (FAO)",NA,2001,365000
"Oceania (FAO)",NA,2002,350000
"Oceania (FAO)",NA,2003,359000
"Oceania (FAO)",NA,2004,379000
"Oceania (FAO)",NA,2005,345000
"Oceania (FAO)",NA,2006,401000
"Oceania (FAO)",NA,2007,419400
"Oceania (FAO)",NA,2008,504000
"Oceania (FAO)",NA,2009,503100
"Oceania (FAO)",NA,2010,516600
"Oceania (FAO)",NA,2011,611600
"Oceania (FAO)",NA,2012,553000
"Oceania (FAO)",NA,2013,537000
"Oceania (FAO)",NA,2014,573000
"Oceania (FAO)",NA,2015,564000
"Oceania (FAO)",NA,2016,599000
"Oceania (FAO)",NA,2017,683000
"Oceania (FAO)",NA,2018,686000
"Oceania (FAO)",NA,2019,648000
"Oceania (FAO)",NA,2020,705000
"Oceania (FAO)",NA,2021,795000
"Oceania (FAO)",NA,2022,848000
"Panama","PAN",1997,5000
"Panama","PAN",1998,10000
"Panama","PAN",1999,11400
"Panama","PAN",2000,11600
"Panama","PAN",2001,11800
"Panama","PAN",2002,11500
"Panama","PAN",2003,11800
"Panama","PAN",2004,13000
"Panama","PAN",2005,13500
"Panama","PAN",2006,13800
"Panama","PAN",2007,15306
"Panama","PAN",2008,12818
"Panama","PAN",2009,15528
"Panama","PAN",2010,12218
"Panama","PAN",2011,10425
"Panama","PAN",2012,6603
"Panama","PAN",2013,2835
"Panama","PAN",2014,22599
"Panama","PAN",2015,18082
"Panama","PAN",2016,17371
"Panama","PAN",2017,18124
"Panama","PAN",2018,48725
"Panama","PAN",2019,55468
"Panama","PAN",2020,62037
"Panama","PAN",2021,59048
"Panama","PAN",2022,60000
"Papua New Guinea","PNG",1961,0
"Papua New Guinea","PNG",1962,0
"Papua New Guinea","PNG",1963,0
"Papua New Guinea","PNG",1964,0
"Papua New Guinea","PNG",1965,0
"Papua New Guinea","PNG",1966,0
"Papua New Guinea","PNG",1967,0
"Papua New Guinea","PNG",1968,0
"Papua New Guinea","PNG",1969,0
"Papua New Guinea","PNG",1970,0
"Papua New Guinea","PNG",1971,1000
"Papua New Guinea","PNG",1972,5000
"Papua New Guinea","PNG",1973,10000
"Papua New Guinea","PNG",1974,10000
"Papua New Guinea","PNG",1975,20000
"Papua New Guinea","PNG",1976,30000
"Papua New Guinea","PNG",1977,30000
"Papua New Guinea","PNG",1978,30000
"Papua New Guinea","PNG",1979,35000
"Papua New Guinea","PNG",1980,35000
"Papua New Guinea","PNG",1981,50000
"Papua New Guinea","PNG",1982,80000
"Papua New Guinea","PNG",1983,84000
"Papua New Guinea","PNG",1984,121000
"Papua New Guinea","PNG",1985,123000
"Papua New Guinea","PNG",1986,132000
"Papua New Guinea","PNG",1987,131000
"Papua New Guinea","PNG",1988,110000
"Papua New Guinea","PNG",1989,133000
"Papua New Guinea","PNG",1990,145000
"Papua New Guinea","PNG",1991,180000
"Papua New Guinea","PNG",1992,202000
"Papua New Guinea","PNG",1993,222800
"Papua New Guinea","PNG",1994,224800
"Papua New Guinea","PNG",1995,223412
"Papua New Guinea","PNG",1996,271806
"Papua New Guinea","PNG",1997,248882
"Papua New Guinea","PNG",1998,283000
"Papua New Guinea","PNG",1999,299000
"Papua New Guinea","PNG",2000,336000
"Papua New Guinea","PNG",2001,329000
"Papua New Guinea","PNG",2002,316000
"Papua New Guinea","PNG",2003,326000
"Papua New Guinea","PNG",2004,345000
"Papua New Guinea","PNG",2005,310000
"Papua New Guinea","PNG",2006,365000
"Papua New Guinea","PNG",2007,382000
"Papua New Guinea","PNG",2008,465000
"Papua New Guinea","PNG",2009,478000
"Papua New Guinea","PNG",2010,488000
"Papua New Guinea","PNG",2011,580000
"Papua New Guinea","PNG",2012,520000
"Papua New Guinea","PNG",2013,5e+05
"Papua New Guinea","PNG",2014,537000
"Papua New Guinea","PNG",2015,525000
"Papua New Guinea","PNG",2016,565000
"Papua New Guinea","PNG",2017,645000
"Papua New Guinea","PNG",2018,648000
"Papua New Guinea","PNG",2019,625000
"Papua New Guinea","PNG",2020,680000
"Papua New Guinea","PNG",2021,765000
"Papua New Guinea","PNG",2022,810000
"Paraguay","PRY",1961,2500
"Paraguay","PRY",1962,3600
"Paraguay","PRY",1963,4700
"Paraguay","PRY",1964,5929
"Paraguay","PRY",1965,5021
"Paraguay","PRY",1966,4544
"Paraguay","PRY",1967,4188
"Paraguay","PRY",1968,5634
"Paraguay","PRY",1969,6335
"Paraguay","PRY",1970,6976
"Paraguay","PRY",1971,7202
"Paraguay","PRY",1972,7635
"Paraguay","PRY",1973,4262
"Paraguay","PRY",1974,6248
"Paraguay","PRY",1975,3854
"Paraguay","PRY",1976,4589
"Paraguay","PRY",1977,4959
"Paraguay","PRY",1978,4281
"Paraguay","PRY",1979,4877
"Paraguay","PRY",1980,5118
"Paraguay","PRY",1981,4638
"Paraguay","PRY",1982,6485
"Paraguay","PRY",1983,3416
"Paraguay","PRY",1984,5000
"Paraguay","PRY",1985,4695
"Paraguay","PRY",1986,4880
"Paraguay","PRY",1987,3619
"Paraguay","PRY",1988,3691
"Paraguay","PRY",1989,3700
"Paraguay","PRY",1990,3955
"Paraguay","PRY",1991,5376
"Paraguay","PRY",1992,5728
"Paraguay","PRY",1993,3800
"Paraguay","PRY",1994,4524
"Paraguay","PRY",1995,2400
"Paraguay","PRY",1996,2570
"Paraguay","PRY",1997,2234
"Paraguay","PRY",1998,2216
"Paraguay","PRY",1999,2750
"Paraguay","PRY",2000,2913
"Paraguay","PRY",2001,3650
"Paraguay","PRY",2002,2760
"Paraguay","PRY",2003,2800
"Paraguay","PRY",2004,2770
"Paraguay","PRY",2005,2485
"Paraguay","PRY",2006,2584
"Paraguay","PRY",2007,3135
"Paraguay","PRY",2008,3128
"Paraguay","PRY",2009,3344
"Paraguay","PRY",2010,3800
"Paraguay","PRY",2011,4000
"Paraguay","PRY",2012,4000
"Paraguay","PRY",2013,4000
"Paraguay","PRY",2014,3982.34
"Paraguay","PRY",2015,3948.97
"Paraguay","PRY",2016,3930
"Paraguay","PRY",2017,3940
"Paraguay","PRY",2018,3997.6
"Paraguay","PRY",2019,3954.74
"Paraguay","PRY",2020,3919.35
"Paraguay","PRY",2021,3870.27
"Paraguay","PRY",2022,3875.85
"Peru","PER",1961,0
"Peru","PER",1962,0
"Peru","PER",1963,0
"Peru","PER",1964,0
"Peru","PER",1965,0
"Peru","PER",1966,0
"Peru","PER",1967,0
"Peru","PER",1968,0
"Peru","PER",1969,0
"Peru","PER",1975,650
"Peru","PER",1976,660
"Peru","PER",1977,3380
"Peru","PER",1978,4392
"Peru","PER",1979,4429
"Peru","PER",1980,5239
"Peru","PER",1981,6395
"Peru","PER",1982,5898
"Peru","PER",1983,7754
"Peru","PER",1984,10000
"Peru","PER",1985,10000
"Peru","PER",1986,13200
"Peru","PER",1987,19000
"Peru","PER",1988,25000
"Peru","PER",1989,22500
"Peru","PER",1990,25700
"Peru","PER",1991,23100
"Peru","PER",1992,25000
"Peru","PER",1993,30000
"Peru","PER",1994,29000
"Peru","PER",1995,32200
"Peru","PER",1996,32500
"Peru","PER",1997,33000
"Peru","PER",1998,33500
"Peru","PER",1999,35000
"Peru","PER",2000,24500
"Peru","PER",2001,30800
"Peru","PER",2002,23800
"Peru","PER",2003,27000
"Peru","PER",2004,28000
"Peru","PER",2005,29000
"Peru","PER",2006,32000
"Peru","PER",2007,34000
"Peru","PER",2008,59000
"Peru","PER",2009,65000
"Peru","PER",2010,70000
"Peru","PER",2011,87000
"Peru","PER",2012,104000
"Peru","PER",2013,122000
"Peru","PER",2014,128000
"Peru","PER",2015,142000
"Peru","PER",2016,160000
"Peru","PER",2017,178000
"Peru","PER",2018,203000
"Peru","PER",2019,220000
"Peru","PER",2020,230000
"Peru","PER",2021,270000
"Peru","PER",2022,280000
"Philippines","PHL",1961,280
"Philippines","PHL",1962,280
"Philippines","PHL",1963,280
"Philippines","PHL",1964,280
"Philippines","PHL",1965,280
"Philippines","PHL",1966,550
"Philippines","PHL",1967,550
"Philippines","PHL",1968,550
"Philippines","PHL",1969,1100
"Philippines","PHL",1970,2200
"Philippines","PHL",1971,2750
"Philippines","PHL",1972,5500
"Philippines","PHL",1973,7700
"Philippines","PHL",1974,7700
"Philippines","PHL",1975,11000
"Philippines","PHL",1976,12100
"Philippines","PHL",1977,12000
"Philippines","PHL",1978,10800
"Philippines","PHL",1979,12000
"Philippines","PHL",1980,12500
"Philippines","PHL",1981,12750
"Philippines","PHL",1982,30000
"Philippines","PHL",1983,21000
"Philippines","PHL",1984,34000
"Philippines","PHL",1985,34000
"Philippines","PHL",1986,38000
"Philippines","PHL",1987,39000
"Philippines","PHL",1988,43000
"Philippines","PHL",1989,42000
"Philippines","PHL",1990,45100
"Philippines","PHL",1991,51900
"Philippines","PHL",1992,54000
"Philippines","PHL",1993,54700
"Philippines","PHL",1994,54400
"Philippines","PHL",1995,53000
"Philippines","PHL",1996,52000
"Philippines","PHL",1997,50000
"Philippines","PHL",1998,48000
"Philippines","PHL",1999,48000
"Philippines","PHL",2000,54000
"Philippines","PHL",2001,55000
"Philippines","PHL",2002,56300
"Philippines","PHL",2003,59000
"Philippines","PHL",2004,60000
"Philippines","PHL",2005,61000
"Philippines","PHL",2006,68000
"Philippines","PHL",2007,75000
"Philippines","PHL",2008,82000
"Philippines","PHL",2009,90000
"Philippines","PHL",2010,92000
"Philippines","PHL",2011,87000
"Philippines","PHL",2012,98000
"Philippines","PHL",2013,106000
"Philippines","PHL",2014,105000
"Philippines","PHL",2015,115000
"Philippines","PHL",2016,98000
"Philippines","PHL",2017,118700
"Philippines","PHL",2018,125100
"Philippines","PHL",2019,124800
"Philippines","PHL",2020,123300
"Philippines","PHL",2021,130700
"Philippines","PHL",2022,133300
"Sao Tome and Principe","STP",1961,2000
"Sao Tome and Principe","STP",1962,1856
"Sao Tome and Principe","STP",1963,1641
"Sao Tome and Principe","STP",1964,1372
"Sao Tome and Principe","STP",1965,1733
"Sao Tome and Principe","STP",1966,1364
"Sao Tome and Principe","STP",1967,1169
"Sao Tome and Principe","STP",1968,997
"Sao Tome and Principe","STP",1969,937
"Sao Tome and Principe","STP",1970,952
"Sao Tome and Principe","STP",1971,679
"Sao Tome and Principe","STP",1972,754
"Sao Tome and Principe","STP",1973,653
"Sao Tome and Principe","STP",1974,539
"Sao Tome and Principe","STP",1975,342
"Sao Tome and Principe","STP",1976,500
"Sao Tome and Principe","STP",1977,532
"Sao Tome and Principe","STP",1978,400
"Sao Tome and Principe","STP",1979,300
"Sao Tome and Principe","STP",1980,200
"Sao Tome and Principe","STP",1981,250
"Sao Tome and Principe","STP",1982,200
"Sao Tome and Principe","STP",1983,288
"Sao Tome and Principe","STP",1984,221
"Sao Tome and Principe","STP",1985,278
"Sao Tome and Principe","STP",1986,272
"Sao Tome and Principe","STP",1987,300
"Sao Tome and Principe","STP",1988,97
"Sao Tome and Principe","STP",1989,365
"Sao Tome and Principe","STP",1990,350
"Sao Tome and Principe","STP",1991,923
"Sao Tome and Principe","STP",1992,1096
"Sao Tome and Principe","STP",1993,1089
"Sao Tome and Principe","STP",1994,811
"Sao Tome and Principe","STP",1995,719
"Sao Tome and Principe","STP",1996,1084
"Sao Tome and Principe","STP",1997,1163
"Sao Tome and Principe","STP",1998,979
"Sao Tome and Principe","STP",1999,1091
"Sao Tome and Principe","STP",2000,2025
"Sao Tome and Principe","STP",2001,2500
"Sao Tome and Principe","STP",2002,2550
"Sao Tome and Principe","STP",2003,2600
"Sao Tome and Principe","STP",2004,2650
"Sao Tome and Principe","STP",2005,2700
"Sao Tome and Principe","STP",2006,3000
"Sao Tome and Principe","STP",2007,3281
"Sao Tome and Principe","STP",2008,3295
"Sao Tome and Principe","STP",2009,3400
"Sao Tome and Principe","STP",2010,3500
"Sao Tome and Principe","STP",2011,3500
"Sao Tome and Principe","STP",2012,3500
"Sao Tome and Principe","STP",2013,3500
"Sao Tome and Principe","STP",2014,3650
"Sao Tome and Principe","STP",2015,3838.9
"Sao Tome and Principe","STP",2016,3900
"Sao Tome and Principe","STP",2017,4000
"Sao Tome and Principe","STP",2018,3940.7
"Sao Tome and Principe","STP",2019,3585.6
"Sao Tome and Principe","STP",2020,3638.56
"Sao Tome and Principe","STP",2021,5000
"Sao Tome and Principe","STP",2022,6429
"Senegal","SEN",1961,3700
"Senegal","SEN",1962,3800
"Senegal","SEN",1963,3900
"Senegal","SEN",1964,4000
"Senegal","SEN",1965,4100
"Senegal","SEN",1966,4200
"Senegal","SEN",1967,4300
"Senegal","SEN",1968,4400
"Senegal","SEN",1969,4500
"Senegal","SEN",1970,4600
"Senegal","SEN",1971,4800
"Senegal","SEN",1972,4900
"Senegal","SEN",1973,4000
"Senegal","SEN",1974,5300
"Senegal","SEN",1975,5400
"Senegal","SEN",1976,4000
"Senegal","SEN",1977,5700
"Senegal","SEN",1978,5800
"Senegal","SEN",1979,5900
"Senegal","SEN",1980,6000
"Senegal","SEN",1981,6100
"Senegal","SEN",1982,6000
"Senegal","SEN",1983,6000
"Senegal","SEN",1984,6000
"Senegal","SEN",1985,6000
"Senegal","SEN",1986,6000
"Senegal","SEN",1987,6000
"Senegal","SEN",1988,5200
"Senegal","SEN",1989,4300
"Senegal","SEN",1990,5200
"Senegal","SEN",1991,3400
"Senegal","SEN",1992,3583
"Senegal","SEN",1993,3641
"Senegal","SEN",1994,4300
"Senegal","SEN",1995,5900
"Senegal","SEN",1996,5200
"Senegal","SEN",1997,5176
"Senegal","SEN",1998,5500
"Senegal","SEN",1999,6140
"Senegal","SEN",2000,5600
"Senegal","SEN",2001,7621
"Senegal","SEN",2002,7031
"Senegal","SEN",2003,6000
"Senegal","SEN",2004,6608
"Senegal","SEN",2005,6691
"Senegal","SEN",2006,7387
"Senegal","SEN",2007,7100
"Senegal","SEN",2008,9189.92
"Senegal","SEN",2009,9363.23
"Senegal","SEN",2010,12408.45
"Senegal","SEN",2011,14000
"Senegal","SEN",2012,14000
"Senegal","SEN",2013,14000
"Senegal","SEN",2014,14000
"Senegal","SEN",2015,14000
"Senegal","SEN",2016,14000
"Senegal","SEN",2017,14000
"Senegal","SEN",2018,14000
"Senegal","SEN",2019,14000
"Senegal","SEN",2020,14000
"Senegal","SEN",2021,14000
"Senegal","SEN",2022,14000
"Sierra Leone","SLE",1961,35000
"Sierra Leone","SLE",1962,35000
"Sierra Leone","SLE",1963,37000
"Sierra Leone","SLE",1964,39000
"Sierra Leone","SLE",1965,39000
"Sierra Leone","SLE",1966,40000
"Sierra Leone","SLE",1967,41000
"Sierra Leone","SLE",1968,42000
"Sierra Leone","SLE",1969,45000
"Sierra Leone","SLE",1970,48000
"Sierra Leone","SLE",1971,46400
"Sierra Leone","SLE",1972,43500
"Sierra Leone","SLE",1973,37800
"Sierra Leone","SLE",1974,39000
"Sierra Leone","SLE",1975,43100
"Sierra Leone","SLE",1976,45200
"Sierra Leone","SLE",1977,40600
"Sierra Leone","SLE",1978,45000
"Sierra Leone","SLE",1979,45000
"Sierra Leone","SLE",1980,47000
"Sierra Leone","SLE",1981,48000
"Sierra Leone","SLE",1982,48000
"Sierra Leone","SLE",1983,45500
"Sierra Leone","SLE",1984,48500
"Sierra Leone","SLE",1985,51000
"Sierra Leone","SLE",1986,49300
"Sierra Leone","SLE",1987,50000
"Sierra Leone","SLE",1988,50700
"Sierra Leone","SLE",1989,49300
"Sierra Leone","SLE",1990,50000
"Sierra Leone","SLE",1991,50700
"Sierra Leone","SLE",1992,48000
"Sierra Leone","SLE",1993,47000
"Sierra Leone","SLE",1994,50264
"Sierra Leone","SLE",1995,45238
"Sierra Leone","SLE",1996,48000
"Sierra Leone","SLE",1997,50800
"Sierra Leone","SLE",1998,40000
"Sierra Leone","SLE",1999,35560
"Sierra Leone","SLE",2000,36000
"Sierra Leone","SLE",2001,36000
"Sierra Leone","SLE",2002,36000
"Sierra Leone","SLE",2003,36000
"Sierra Leone","SLE",2004,38300
"Sierra Leone","SLE",2005,35560
"Sierra Leone","SLE",2006,45000
"Sierra Leone","SLE",2007,46200
"Sierra Leone","SLE",2008,48000
"Sierra Leone","SLE",2009,50000
"Sierra Leone","SLE",2010,52000
"Sierra Leone","SLE",2011,54000
"Sierra Leone","SLE",2012,57000
"Sierra Leone","SLE",2013,60000
"Sierra Leone","SLE",2014,61000
"Sierra Leone","SLE",2015,62000
"Sierra Leone","SLE",2016,65000
"Sierra Leone","SLE",2017,69000
"Sierra Leone","SLE",2018,71000
"Sierra Leone","SLE",2019,88579.44
"Sierra Leone","SLE",2020,80000
"Sierra Leone","SLE",2021,85000
"Sierra Leone","SLE",2022,88000
"Small Island Developing States (FAO)",NA,1961,8700
"Small Island Developing States (FAO)",NA,1962,8556
"Small Island Developing States (FAO)",NA,1963,8341
"Small Island Developing States (FAO)",NA,1964,7572
"Small Island Developing States (FAO)",NA,1965,7933
"Small Island Developing States (FAO)",NA,1966,6564
"Small Island Developing States (FAO)",NA,1967,6869
"Small Island Developing States (FAO)",NA,1968,7197
"Small Island Developing States (FAO)",NA,1969,6337
"Small Island Developing States (FAO)",NA,1970,6352
"Small Island Developing States (FAO)",NA,1971,7179
"Small Island Developing States (FAO)",NA,1972,11254
"Small Island Developing States (FAO)",NA,1973,14153
"Small Island Developing States (FAO)",NA,1974,16339
"Small Island Developing States (FAO)",NA,1975,27267
"Small Island Developing States (FAO)",NA,1976,40365
"Small Island Developing States (FAO)",NA,1977,45416
"Small Island Developing States (FAO)",NA,1978,50115
"Small Island Developing States (FAO)",NA,1979,59184
"Small Island Developing States (FAO)",NA,1980,59519
"Small Island Developing States (FAO)",NA,1981,77053
"Small Island Developing States (FAO)",NA,1982,109129
"Small Island Developing States (FAO)",NA,1983,115500
"Small Island Developing States (FAO)",NA,1984,152027
"Small Island Developing States (FAO)",NA,1985,155236
"Small Island Developing States (FAO)",NA,1986,156856
"Small Island Developing States (FAO)",NA,1987,152009
"Small Island Developing States (FAO)",NA,1988,132551
"Small Island Developing States (FAO)",NA,1989,164006
"Small Island Developing States (FAO)",NA,1990,181828
"Small Island Developing States (FAO)",NA,1991,223150
"Small Island Developing States (FAO)",NA,1992,256738
"Small Island Developing States (FAO)",NA,1993,280575
"Small Island Developing States (FAO)",NA,1994,284333
"Small Island Developing States (FAO)",NA,1995,283246
"Small Island Developing States (FAO)",NA,1996,330860
"Small Island Developing States (FAO)",NA,1997,308173
"Small Island Developing States (FAO)",NA,1998,342556
"Small Island Developing States (FAO)",NA,1999,359241
"Small Island Developing States (FAO)",NA,2000,404245
"Small Island Developing States (FAO)",NA,2001,398234
"Small Island Developing States (FAO)",NA,2002,382766
"Small Island Developing States (FAO)",NA,2003,393726
"Small Island Developing States (FAO)",NA,2004,414910
"Small Island Developing States (FAO)",NA,2005,382459
"Small Island Developing States (FAO)",NA,2006,441353
"Small Island Developing States (FAO)",NA,2007,461074
"Small Island Developing States (FAO)",NA,2008,548865
"Small Island Developing States (FAO)",NA,2009,551129
"Small Island Developing States (FAO)",NA,2010,567154.4
"Small Island Developing States (FAO)",NA,2011,665251.4
"Small Island Developing States (FAO)",NA,2012,607656.4
"Small Island Developing States (FAO)",NA,2013,592666.4
"Small Island Developing States (FAO)",NA,2014,629895.44
"Small Island Developing States (FAO)",NA,2015,631054.9
"Small Island Developing States (FAO)",NA,2016,667120
"Small Island Developing States (FAO)",NA,2017,751020
"Small Island Developing States (FAO)",NA,2018,755640.7
"Small Island Developing States (FAO)",NA,2019,719342.44
"Small Island Developing States (FAO)",NA,2020,773807.4
"Small Island Developing States (FAO)",NA,2021,853665
"Small Island Developing States (FAO)",NA,2022,912298.5
"Solomon Islands","SLB",1961,200
"Solomon Islands","SLB",1962,200
"Solomon Islands","SLB",1963,200
"Solomon Islands","SLB",1964,200
"Solomon Islands","SLB",1965,200
"Solomon Islands","SLB",1966,200
"Solomon Islands","SLB",1967,200
"Solomon Islands","SLB",1968,200
"Solomon Islands","SLB",1969,400
"Solomon Islands","SLB",1970,400
"Solomon Islands","SLB",1971,500
"Solomon Islands","SLB",1972,500
"Solomon Islands","SLB",1973,500
"Solomon Islands","SLB",1974,1000
"Solomon Islands","SLB",1975,2300
"Solomon Islands","SLB",1976,4535
"Solomon Islands","SLB",1977,7044
"Solomon Islands","SLB",1978,10911
"Solomon Islands","SLB",1979,13010
"Solomon Islands","SLB",1980,14228
"Solomon Islands","SLB",1981,18081
"Solomon Islands","SLB",1982,19238
"Solomon Islands","SLB",1983,19654
"Solomon Islands","SLB",1984,19666
"Solomon Islands","SLB",1985,20000
"Solomon Islands","SLB",1986,14560
"Solomon Islands","SLB",1987,11999
"Solomon Islands","SLB",1988,15227
"Solomon Islands","SLB",1989,20090
"Solomon Islands","SLB",1990,22104
"Solomon Islands","SLB",1991,22518
